feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,label
0.18683838559295307,0.3708429842982348,0.2842669226351506,0.37473823851379856,0.26398840182347105,0.0028430988351438647,0.10623407893907105,0.3623090310881496,0.2573782083870979,0.39265889462811,0.06238560768731825,0.11869913324260778,0.14494706380681452,0.13062312726692424,0.10079661205995226,0.17738628630271114,0.2569192493477485,0.12450276915467842,0.03187996932570227,0.2834130107572654,0.18360662231250746,0.2225929224360253,0.18216026286556605,0.35614300138196414,0.22349799886655203,0.3693107359406999,0.2042301366224001,0.11703526489611274,0.14217703487047864,0.20885171743391423,0.21199577512200346,0.27493508061957955,0.08979794887465231,0.2635371599862007,0.3114352033523009,0.27063679578679606,0.19273124392703633,0.39667226044673365,0.1619252636516865,0.042636245831931686,0.3286016861629372,0.08488048755216729,0.2853142291609769,0.07159051308605036,0.0067509563431757515,0.06391944151561027,0.15079547863032877,0.04264729885191931,0.07907163369427282,0.3058505110737572,0.3079534431908523,0.3269952908763907,0.33646209461903703,0.16817435784550216,0.3470198642774114,0.21037475000561723,0.18823884677440328,0.2874145315983103,0.08552736454396288,0.31579895073098885,0.1717863306264813,0.050918165601504174,0.04772476540678703,0.06596269753868005,0.356229093697513,0.39637512890361903,0.1427895196805134,0.11685754088211904,0.08750838903773493,0.32952659086689823,0.08368299296755044,0.3696360519721079,0.2669401515885131,0.3588511166676779,0.22160394175765852,0.2762719448729987,0.24778324026308307,0.3324781825295188,0.3343443244743525,0.23591719993805005,0.25300305973190895,0.368750368199132,0.3719465935859878,0.26569991355807265,0.0031017112692654173,0.0417644859015764,0.34317701270976647,0.0338856465483206,0.08540767234202656,0.09221867208866073,0.24009390791196195,0.2306531191535057,0.11576700936816012,0
0.6103844073415684,0.6359942225398483,0.7146189594215268,0.9889039206966843,0.82340646126433,0.7493046928117075,0.9554864378450986,0.7812545325913999,0.7260954513604084,0.9764878114982629,0.9398070664770712,0.9374673501677764,0.8049138972200852,0.9157753595261819,0.6717413437058207,0.8292891830224974,0.9935383691390183,0.7163833722071846,0.9177409316990701,0.7961913628832269,0.6159222732888349,0.9052077591262669,0.6674276577568451,0.8525894268531,0.6342656776187892,0.9787469589983859,0.7166895548721444,0.6905858766709579,0.6516545616265337,0.9784008773356191,0.8847614969765221,0.8966643554872354,0.7997618245520978,0.7898911141081933,0.6440084971965906,0.8239364382335967,0.6987665980435162,0.9908581331201624,0.918632376006059,0.7651968240771551,0.6605365034766132,0.9141326764555135,0.6488215068325264,0.6757335013988282,0.684608207097691,0.8227562553092378,0.9148226615961466,0.7257259514898768,0.6338679257101157,0.7858153854097677,0.8992440964639742,0.6886655372349553,0.6879698192157496,0.9788908109386844,0.9816614908476712,0.9961862928246306,0.9230638406299121,0.6752736676671782,0.6847926083197046,0.7360900966089567,0.7272530125333964,0.9826110996312036,0.9156295931526774,0.8896035168646216,0.6743852896232527,0.9638102237449319,0.9311481518024696,0.6654567365311694,0.948468132784389,0.7088990145481885,0.6323478983328424,0.862728922605684,0.8615218637537323,0.6379728038262472,0.727540723574633,0.9971257849022155,0.8713706668034947,0.8920300666413317,0.6851669142417223,0.6315128284015658,0.710760675896375,0.6995593540772768,0.6938176402992212,0.6771017287548158,0.8299022762621617,0.7312413903367286,0.9281380060190122,0.6735789671389536,0.7858508283474178,0.605463134570432,0.7926729289820768,0.6223352883505897,0.9910894047490575,1
0.8995093287287231,0.9497088106366066,0.9531541226580736,0.6910794853703304,0.9583636554925963,0.736620492742042,0.7237230661941191,0.8907024229592944,0.7218785360345158,0.621186562243884,0.7494471089241231,0.8885862401433395,0.7307833681080705,0.8518236223980586,0.8640477777052522,0.8934944046905424,0.9588521865243745,0.7730257997073725,0.6665728306649829,0.7275702861727558,0.7728669020695943,0.8855565877312452,0.6052488502246534,0.7263141533759515,0.9119370324077267,0.8683430813322781,0.8926959894342421,0.9247243077756779,0.9132942875511849,0.8728732664611112,0.7758646129482362,0.9934393315512615,0.8276292782360295,0.6811076837475356,0.7171251420419137,0.877424982388188,0.9698958260797854,0.671488051682359,0.6329385982983146,0.9526124192168024,0.9661111915651337,0.7105517381263597,0.7509142897484959,0.8640751989991433,0.7319720083369899,0.9508634833080212,0.6430314810855451,0.615192888384078,0.6833944826971158,0.7144351112819876,0.64517063651555,0.6262761717362587,0.9022430854007193,0.665710626360903,0.9655688796265216,0.7471998645792384,0.8682423238885382,0.69016084590752,0.6961291073967467,0.8298836811470301,0.8242571700583945,0.9074916912048325,0.9031253222777064,0.8682751058654644,0.7796522263573964,0.9562561545122469,0.8490313960885195,0.9960793961849429,0.9277479271737434,0.6177239244953304,0.728237562832127,0.8287502865883807,0.8885878151485949,0.8201345991047766,0.9144521689848727,0.7130622611029378,0.67356482049313,0.621566673515908,0.8293254978286089,0.8754398082701981,0.7304598868477447,0.8454336739423507,0.6208628923413316,0.6397173385187215,0.8807019089033994,0.7472278820869195,0.8685336124412022,0.9326884481119673,0.9410489749904467,0.6688670581857804,0.7945142289405386,0.8935706894529946,0.9095922385067642,1
0.7923469834544903,0.7361145868393587,0.6708386777176335,0.9756990891500436,0.726431887471802,0.9202765854297141,0.8861388085149897,0.9163670401112516,0.974707253348841,0.8493483040883589,0.9591801373528178,0.6670789291649174,0.850685030382715,0.9089102451658451,0.7086564522976696,0.896301520516786,0.9113907316464948,0.9324751824065779,0.7251531650383731,0.8726426360673236,0.7217013133639049,0.8956161549993822,0.7851894660582849,0.839017749810888,0.7663359925722275,0.6647931707719297,0.6712118118421454,0.6310275629048537,0.8472290718886647,0.9394553591812237,0.6083347305048323,0.6264958008353414,0.7829867969211641,0.8950882944672758,0.6630830578847805,0.7086605278196775,0.6928024805127229,0.7596204874684617,0.6899994708070284,0.7410394714179012,0.8914170394647777,0.8444036993816757,0.6324726821566772,0.8550982664982871,0.7908308686236853,0.9738262298828555,0.7157217268416213,0.8904665678796639,0.8923443292178279,0.6886003124036749,0.9612894499883744,0.7964732801718412,0.8715533467557209,0.6583422235534018,0.7031215667967877,0.8344428471748891,0.7276109073493398,0.7998771674283893,0.7496020797493157,0.8562215186576192,0.7948581451123236,0.6018439743892673,0.8598723351781536,0.7688486228200727,0.7366793361960892,0.6376587009132894,0.6881478762265966,0.6895089166323414,0.9741477997618916,0.7730051898986187,0.616826338886068,0.6555266728973284,0.6316130702931648,0.8355477560828846,0.6746485966267307,0.7994230561127104,0.7480248251479902,0.9215505508576798,0.7281958549061449,0.7833061929587233,0.8885142194391303,0.7733404827722558,0.9172862144052756,0.864673742494666,0.7642116455786864,0.8015927702745451,0.9868813823368774,0.864644598603357,0.9619980903889299,0.6715034013884257,0.7932944624980608,0.9634646679380202,0.729044824576567,1
0.3692286142451059,0.1271204482626702,0.22698626430796023,0.059511894208922604,0.17369735683961887,0.3615214064676871,0.3981860954042369,0.14470074269338684,0.06159621852573421,0.12578061069215804,0.1308967073548078,0.2578035177129271,0.1984626897978241,0.3073838913062522,0.2805213137989925,0.10052348957009852,0.31370227595431127,0.3389847467659264,0.23935607590160068,0.3710670836994305,0.3131792490938201,0.2381583627492796,0.36246639892533206,0.2401433920962156,0.20847645093493608,0.14250333616444108,0.35314533223777816,0.04909086834912864,0.18940108568698255,0.21496533275000873,0.22189964270791074,0.26075593219409726,0.20231824970152626,0.10272725905597083,0.34277775845579994,0.26301013113421134,0.3432751254841225,0.1104173963921507,0.2548227579611287,0.285669498030558,0.15336206414713538,0.3248976472827605,0.0010035099369186896,0.23796790008568866,0.2454273881408522,0.21353723721545417,0.2520193947677798,0.0668907428093081,0.2739125927209503,0.1343155851346661,0.18082149703036712,0.13324374559850746,0.18957448139979416,0.2486276906046991,0.33533738835822047,0.19337402305608842,0.1292895310414413,0.19517675157015374,0.27552146562820623,0.13868028669031826,0.16571282988936248,0.2251359268034946,0.11760370553094002,0.08363386381777671,0.05615691354530479,0.1410439932504297,0.019337162575222822,0.2333930106838006,0.0703637463990098,0.15095791693201713,0.10768912615934903,0.25215598653669974,0.34013826458674656,0.253320417195338,0.21700197146935754,0.26763349572881684,0.011996255104079935,0.04913786438484791,0.0379708943884177,0.039278866299513604,0.10419348607861921,0.2128209041532821,0.04587263146269885,0.3740464964757557,0.3417027210617662,0.3886577415331928,0.017000018035396237,0.34056097883572656,0.3214936301765958,0.3608423458409842,0.2111776670639235,0.3151556283102694,0.020514751737060966,0
0.24156167822419078,0.14406881990855208,0.2870751646870588,0.008132577189372325,0.1623557755076572,0.3325054398969655,0.10008028711177436,0.0211003513521288,0.19860962982606745,0.390613384210716,0.025663424614054665,0.028022597099917324,0.2380466259786713,0.10002708515125165,0.16409249345489016,0.33220286119975634,0.07953947367300658,0.2877199747925732,0.20179420530702252,0.3619830769657087,0.3891848001174256,0.19398431426135834,0.23385882364618676,0.29833701629502135,0.12746965674880203,0.09069614020929873,0.3858740689772021,0.17304615648783128,0.0006363306063094765,0.33508731941003345,0.2398656645164343,0.06742342508812164,0.012055877270831595,0.11659297241669245,0.3711548381894659,0.373396468014245,0.12440139452084727,0.3343723971282867,0.17673812930283828,0.2617378996546378,0.13377755034843603,0.20638903850839402,0.11751177862013061,0.02444574494258509,0.05575127447661554,0.1162697977892949,0.390501513590452,0.38626886009999667,0.33106533699381246,0.09300242043843476,0.17664085621672904,0.17591313539628173,0.15478929792727356,0.017952122035898244,0.2138109496897271,0.02912479684994436,0.32076747228717756,0.27652285713791264,0.1410948026574139,0.25885455288498527,0.09321480262363924,0.10610002598265296,0.12565340677016199,0.31880463997413194,0.0842765387384338,0.22511249099441544,0.08018684576859401,0.11401497002496597,0.09419251719459654,0.25800186842931433,0.21069157778231215,0.2885196583622213,0.08797737493319434,0.0036594142904148976,0.27220382685213396,0.04594158339803039,0.09852208976958243,0.12227446098448908,0.2987208369163472,0.2503567242629709,0.07370617461033153,0.2391551242478967,0.28325919804424476,0.1555588811160686,0.09838116561114081,0.2715931091659157,0.2443564800565989,0.031164863388328048,0.2666718560935017,0.19540717313411948,0.301347582791091,0.07628701675193073,0.10328656716055057,0
0.791411347967809,0.9715438199382262,0.7327886018943381,0.7861347735757944,0.6054729659042725,0.6326394880019354,0.7034366364539136,0.6111408963284297,0.8525501304193004,0.770559342720649,0.8192580810912088,0.6698588743585318,0.7183728117746464,0.8655297899410901,0.9861210894521599,0.6201667094408837,0.9561537283421064,0.8307524805244834,0.8255678267022495,0.8001114140831042,0.6277576343616733,0.6359507406944642,0.8403648022636344,0.7363834285742233,0.9669072266310723,0.7626362149437889,0.6573125834810564,0.8858875334008144,0.717341368576404,0.8101881229423573,0.879133114202068,0.9601056444808281,0.9168764779206704,0.8705444271490896,0.8718532729580575,0.9783698576128346,0.7183296389986144,0.6004448376784749,0.7087818237592795,0.6871565518506976,0.8647338340455992,0.8534846399062116,0.8373845530818895,0.6064973772837815,0.891511221780259,0.7294121649941966,0.8660223956026525,0.8226313714008613,0.7370923701711628,0.6538305068416431,0.6377675590641924,0.9326073332448894,0.9673590168326232,0.8599152187057199,0.6413736459441933,0.7608108867552963,0.8915756800420629,0.9119283536040272,0.6472874489164354,0.6000122875381529,0.884854818352242,0.7426384703944823,0.7017925326473041,0.6051589879158101,0.8161197627045998,0.9404602941703927,0.9830526585090351,0.8262979802453156,0.8057845310959577,0.6340225541956964,0.8195491206170399,0.7519916315861578,0.8428541123534308,0.7554905391506187,0.6961196493801467,0.6379861100913505,0.7259673778355583,0.6386579337151009,0.6707587803295936,0.9949344634318184,0.7776414227626475,0.8127487066020066,0.9494474114948861,0.9982275601962751,0.8330857797378726,0.9249895284176687,0.7307764097346701,0.7222975829789164,0.7610814883978241,0.8690029050694597,0.8728766757020395,0.7260957738597803,0.6532839696546514,1
0.12250307056236176,0.0540963142498224,0.10033594388868582,0.2729129618408441,0.15437140651726558,0.2530197778474223,0.214521511967493,0.21962117594306763,0.0994198231791184,0.20861721310727266,0.009437885545280711,0.1726974969299705,0.22904912927596605,0.07279824854164373,0.10262340249958056,0.08781240792624777,0.028223182106169677,0.139142928456036,0.3915863065807758,0.14155216258544404,0.18421464873479027,0.2612349003825501,0.25939910046764286,0.3799579920074497,0.3430256561596501,0.3175802748420609,0.38065089031132426,0.09230615419326865,0.24682167784871703,0.35487870668886257,0.24965526331124074,0.39096818984274784,0.04014108556255161,0.17573220111728013,0.3909451631634545,0.15182721142797032,0.29582255003972174,0.012161160431459673,0.27793484585212525,0.3738506930110314,0.1530825140760011,0.008519935170771787,0.011163921758193541,0.3568093222844356,0.28900644283850474,0.04267455369063194,0.02183611082047863,0.3219301454461918,0.32394425312214364,0.0482087359168196,0.12060816155545472,0.31201042582955585,0.21016482838160255,0.38263394429011977,0.192425058138402,0.270783175026205,0.2039133462966337,0.37718619827401834,0.15946363682704356,0.09191858207144002,0.13065354411239727,0.3411100816660917,0.19917542540485336,0.1417009214008956,0.21770400872379314,0.05329188291073694,0.002143721850238434,0.11223387347739631,0.24200228791341694,0.28467230786455494,0.33064438654078665,0.3706654237577879,0.16484493878590722,0.29620671982298186,0.029869172079225015,0.023011999508832037,0.04991919679446264,0.17942763913230497,0.08451257539949997,0.11476997677512633,0.2591520694049211,0.1434088715211384,0.22294862308720886,0.1649615026946369,0.06758770220792783,0.029607996102357648,0.09449259812395515,0.02308018779641774,0.24744478395592276,0.3182870405864402,0.13589630729496036,0.1548444221409433,0.32647642510372266,0
0.8802631315551417,0.6091686292598547,0.9449220946306682,0.6630544143331922,0.8057085981770205,0.8388602817932589,0.7830181629493648,0.7363053957395549,0.7871257184723887,0.7245663015524635,0.7752489388323452,0.7435651963992123,0.8264819294028581,0.6951696648979934,0.995462621965605,0.8003479813528662,0.6776648309658039,0.790826699826909,0.9465660518099297,0.6087227172497582,0.8718216476429155,0.8191871187175712,0.6678231977480542,0.9269905757219683,0.7475538489496022,0.717520811526203,0.9312500767427604,0.8554100184766659,0.9593036334699298,0.8519534814684797,0.8963270631728462,0.9345783585038452,0.6218958543639748,0.9104195835477521,0.8454825927398307,0.6278031186060773,0.803431168747486,0.6329832311935816,0.894378880689289,0.8186006855591532,0.981429414964919,0.6732541486287079,0.8424133810081513,0.6846328538281965,0.8456259938909594,0.8890598809443426,0.8889217317318154,0.9260295962730439,0.9414200911833267,0.6309086905068708,0.7373068628289616,0.8748490081439223,0.7994345149564849,0.6762703787019165,0.8210838280666792,0.7629742611064575,0.756015311061722,0.9239014869742656,0.7630393335328725,0.6105818021921696,0.6232253355564364,0.9424976166766481,0.9842403240050085,0.875363734582283,0.7457473176400321,0.975440126317891,0.8651212345502943,0.9377334196797351,0.9063409216148037,0.751655726309037,0.7914808803403142,0.6744528617472397,0.7168056401762936,0.9112502645146087,0.9575913567532433,0.8897841693005647,0.7860694786626553,0.634603707575899,0.6227791794793792,0.7497302258451415,0.7855286875070652,0.8436482488853188,0.6025958085547989,0.9958891561865225,0.7455755533616172,0.9392378655204485,0.8139866822661618,0.6521757818133386,0.9190262210138087,0.8839308299679505,0.8109744339716912,0.805821236533512,0.6349918423003712,1
0.3781796375348003,0.01254007379013138,0.3641588490753104,0.15222548535439678,0.08545306426146958,0.04089294296527615,0.30869957678127796,0.18756419407272548,0.33296951277410275,0.09046286136998485,0.2714272147329699,0.047248681946451224,0.03590027365390789,0.05335994014470061,0.3235605202241229,0.262247894173056,0.06638555677346329,0.15390888427407418,0.30547440390258274,0.1142697557655549,0.3685054849252383,0.3658411165401029,0.22116033027788942,0.25278970766084596,0.26128734135513193,0.10338738310203027,0.1461285554895948,0.05437644419595387,0.3699485366615476,0.28953977547822085,0.018542506533059024,0.2197549800391667,0.13722949389518374,0.32611515082456366,0.13752003513340513,0.257660049840358,0.06629613338262903,0.2235021958596235,0.11755429302141969,0.06595536894500512,0.24770365877458242,0.2554564800061503,0.3933415124535147,0.2676424238644463,0.2062839754108513,0.3650483372338999,0.33131232747538236,0.21949851137607146,0.20453963109632292,0.37678767428635074,0.24685081758357233,0.2855116676678028,0.03467161685888125,0.2873222484997037,0.10587273688267329,0.046215169282516705,0.3398664435221239,0.2764764346610984,0.16302572489525216,0.1725666904832266,0.07884708888392655,0.003820398186510099,0.1397436558277507,0.05936574387303422,0.16869071827492613,0.3335300351719834,0.04590174536108789,0.03670144085445859,0.3608408879862248,0.2980558249753293,0.021227946247036035,0.03182819410303352,0.273969691259571,0.14813768085907447,0.2896693182177769,0.16178162772019108,0.3871146749284671,0.27776664490426045,0.018646305938269946,0.1322007099509465,0.22544247445441173,0.05674945528014295,0.0010081200301182759,0.03172325292868652,0.2097053910784672,0.2529020363542284,0.03716135027768499,0.2660626095622453,0.24684966290187035,0.37595879280450506,0.33627019662490804,0.37729674549558606,0.38644304926270645,0
